"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 08, 2021","3.7681","3.8115","3.8362","3.5620","71.93M","-1.14%"
"Dec 07, 2021","3.8115","3.7709","4.1506","3.6691","98.45M","1.05%"
"Dec 06, 2021","3.7717","3.6921","3.9176","3.2288","128.57M","2.14%"
"Dec 05, 2021","3.6928","4.1155","4.1497","3.5126","113.50M","-10.28%"
"Dec 04, 2021","4.1157","3.9022","4.2179","2.5887","277.98M","5.42%"
"Dec 03, 2021","3.9043","4.4107","4.4326","3.7176","89.50M","-11.48%"
"Dec 02, 2021","4.4105","4.5505","4.5505","4.2111","73.39M","-3.08%"
"Dec 01, 2021","4.5508","4.6437","4.8143","4.4438","89.86M","-1.99%"
"Nov 30, 2021","4.6432","4.8835","4.9310","4.5398","104.65M","-4.92%"
"Nov 29, 2021","4.8835","5.1412","5.2280","4.8131","125.37M","-5.02%"
"Nov 28, 2021","5.1415","4.7038","5.1477","4.3026","158.56M","9.31%"
"Nov 27, 2021","4.7038","4.6558","4.9228","4.3500","133.37M","1.07%"
"Nov 26, 2021","4.6538","5.1908","5.4534","4.3917","248.16M","-10.42%"
"Nov 25, 2021","5.1950","5.1670","5.8956","4.6903","433.20M","0.53%"
"Nov 24, 2021","5.1675","4.0206","5.4874","3.9321","544.08M","28.43%"
"Nov 23, 2021","4.0235","4.0904","4.3038","3.9216","268.52M","-1.64%"
"Nov 22, 2021","4.0904","3.6579","4.1074","3.5303","232.24M","11.82%"
"Nov 21, 2021","3.6581","4.0152","4.1091","3.6120","136.84M","-8.89%"
"Nov 20, 2021","4.0151","4.2910","4.3572","3.8481","165.80M","-6.35%"
"Nov 19, 2021","4.2871","3.7490","4.3378","3.7490","37.64M","14.40%"
"Nov 18, 2021","3.7476","3.3518","3.9750","3.2234","49.01M","11.78%"
"Nov 17, 2021","3.3525","3.2388","3.5166","3.1214","25.70M","3.55%"
"Nov 16, 2021","3.2375","3.2941","3.4305","2.7451","39.76M","-1.67%"
"Nov 15, 2021","3.2925","3.2102","3.4966","3.1524","18.47M","2.59%"
"Nov 14, 2021","3.2094","3.2439","3.3469","3.1018","18.55M","-1.06%"
"Nov 13, 2021","3.2439","3.3084","3.7982","3.1499","56.69M","-1.86%"
"Nov 12, 2021","3.3053","2.6750","3.4630","2.6345","65.62M","23.70%"
"Nov 11, 2021","2.6719","2.4908","2.8466","2.4305","19.96M","7.06%"
"Nov 10, 2021","2.4956","2.5483","2.8711","2.2045","33.69M","-2.07%"
"Nov 09, 2021","2.5483","2.6934","2.7094","2.5096","14.06M","-5.39%"
"Nov 08, 2021","2.6934","2.8229","2.8785","2.6582","13.59M","-4.59%"
"Nov 07, 2021","2.8229","2.8118","2.9851","2.7273","19.92M","0.43%"
"Nov 06, 2021","2.8108","2.5907","3.0681","2.5905","45.85M","8.50%"
"Nov 05, 2021","2.5905","2.5046","2.7333","2.3382","33.14M","3.43%"
"Nov 04, 2021","2.5045","2.8603","2.9340","2.4163","26.94M","-12.44%"
"Nov 03, 2021","2.8603","3.0952","3.1790","2.7097","29.60M","-7.58%"
"Nov 02, 2021","3.0951","3.0313","3.4448","2.9268","56.17M","2.10%"
"Nov 01, 2021","3.0313","2.8861","3.5248","2.6140","77.30M","4.80%"
"Oct 31, 2021","2.8925","3.6047","4.1820","2.5622","147.78M","-19.76%"
"Oct 30, 2021","3.6047","1.3935","4.8572","1.2867","183.57M","158.67%"
"Oct 29, 2021","1.3935","0.9248","1.4827","0.9232","86.15M","50.69%"
"Oct 28, 2021","0.9248","0.7531","0.9975","0.7439","17.63M","22.75%"
"Oct 27, 2021","0.7534","0.8145","0.8564","0.7141","8.31M","-7.49%"
"Oct 26, 2021","0.8144","0.8093","0.8560","0.7990","4.27M","0.63%"
"Oct 25, 2021","0.8093","0.7779","0.8106","0.7719","1.68M","4.03%"
"Oct 24, 2021","0.7779","0.7938","0.7996","0.7541","1.79M","-2.00%"
"Oct 23, 2021","0.7938","0.7907","0.7987","0.7800","1.27M","0.40%"
"Oct 22, 2021","0.7907","0.7882","0.8130","0.7760","2.27M","0.31%"
"Oct 21, 2021","0.7882","0.8148","0.8316","0.7811","4.18M","-3.26%"
"Oct 20, 2021","0.8148","0.7725","0.8429","0.7686","4.70M","5.47%"
"Oct 19, 2021","0.7725","0.7481","0.7779","0.7420","2.04M","3.26%"
"Oct 18, 2021","0.7481","0.7651","0.7710","0.7364","2.02M","-2.22%"
"Oct 17, 2021","0.7651","0.8084","0.8127","0.7385","3.04M","-5.46%"
"Oct 16, 2021","0.8093","0.7572","0.8628","0.7566","7.24M","6.88%"
"Oct 15, 2021","0.7572","0.7740","0.7759","0.7355","4.71M","-2.13%"
"Oct 14, 2021","0.7737","0.7683","0.7887","0.7594","2.57M","0.71%"
"Oct 13, 2021","0.7683","0.7532","0.7691","0.7317","2.76M","2.00%"
"Oct 12, 2021","0.7532","0.7617","0.7617","0.7120","3.63M","-1.12%"
"Oct 11, 2021","0.7617","0.7686","0.7987","0.7449","3.72M","-0.89%"
"Oct 10, 2021","0.7686","0.8410","0.8412","0.7665","2.65M","-8.49%"
"Oct 09, 2021","0.8399","0.8139","0.8399","0.7991","4.37M","3.23%"
"Oct 08, 2021","0.8136","0.7717","0.8136","0.7695","3.99M","5.53%"
"Oct 07, 2021","0.7709","0.7751","0.7805","0.7470","2.98M","-0.53%"
"Oct 06, 2021","0.7750","0.7801","0.7936","0.7226","5.33M","-0.73%"
"Oct 05, 2021","0.7807","0.7667","0.7839","0.7447","4.57M","1.79%"
"Oct 04, 2021","0.7670","0.7682","0.8283","0.7237","9.13M","-0.15%"
"Oct 03, 2021","0.7681","0.7520","0.7709","0.7386","2.77M","2.14%"
"Oct 02, 2021","0.7520","0.7529","0.7819","0.7388","4.12M","-0.12%"
"Oct 01, 2021","0.7529","0.6889","0.7588","0.6794","5.00M","9.30%"
"Sep 30, 2021","0.6889","0.6458","0.6972","0.6422","2.91M","6.68%"
"Sep 29, 2021","0.6458","0.6173","0.6606","0.6162","4.34M","4.62%"
"Sep 28, 2021","0.6173","0.6604","0.6828","0.6168","2.94M","-6.65%"
"Sep 27, 2021","0.6612","0.7109","0.7200","0.6612","2.17M","-7.20%"
"Sep 26, 2021","0.7125","0.6930","0.7575","0.6588","6.64M","2.81%"
"Sep 25, 2021","0.6930","0.7012","0.7124","0.6644","2.04M","-1.18%"
"Sep 24, 2021","0.7012","0.7633","0.7661","0.6393","4.51M","-8.13%"
"Sep 23, 2021","0.7633","0.7331","0.7764","0.7032","3.55M","4.13%"
"Sep 22, 2021","0.7331","0.6125","0.7383","0.6012","3.24M","19.69%"
"Sep 21, 2021","0.6125","0.6780","0.6945","0.5970","6.75M","-9.67%"
"Sep 20, 2021","0.6780","0.7988","0.8003","0.6661","6.66M","-15.12%"
"Sep 19, 2021","0.7988","0.8225","0.8243","0.7870","1.64M","-2.85%"
"Sep 18, 2021","0.8223","0.8150","0.8379","0.8075","1.53M","0.95%"
"Sep 17, 2021","0.8146","0.8414","0.8520","0.8041","2.30M","-3.19%"
"Sep 16, 2021","0.8414","0.8613","0.8812","0.8284","2.42M","-2.31%"
"Sep 15, 2021","0.8613","0.8440","0.8614","0.8281","1.48M","2.09%"
"Sep 14, 2021","0.8436","0.8232","0.8590","0.8100","1.90M","2.48%"
"Sep 13, 2021","0.8232","0.8465","0.8518","0.7624","4.34M","-2.63%"
"Sep 12, 2021","0.8454","0.8306","0.8562","0.8130","1.86M","1.79%"
"Sep 11, 2021","0.8306","0.8165","0.8514","0.8140","1.63M","1.64%"
"Sep 10, 2021","0.8171","0.8703","0.8991","0.7936","2.97M","-6.11%"
"Sep 09, 2021","0.8703","0.8529","0.8934","0.8316","6.80M","2.04%"
"Sep 08, 2021","0.8529","0.8317","0.8838","0.7562","13.48M","2.56%"
"Sep 07, 2021","0.8316","1.0432","1.0432","0.7185","17.78M","-20.28%"
"Sep 06, 2021","1.0432","1.0799","1.0799","1.0065","5.05M","-3.40%"
"Sep 05, 2021","1.0799","1.0542","1.0812","1.0213","4.34M","2.44%"
"Sep 04, 2021","1.0542","0.9970","1.0690","0.9932","6.12M","5.74%"
"Sep 03, 2021","0.9970","0.9653","1.0638","0.9434","8.88M","3.28%"
"Sep 02, 2021","0.9653","0.9800","0.9891","0.9514","5.94M","-1.53%"
"Sep 01, 2021","0.9803","0.9421","0.9828","0.9160","5.96M","4.06%"
"Aug 31, 2021","0.9421","0.9473","0.9834","0.9210","6.91M","-0.55%"
"Aug 30, 2021","0.9472","1.0207","1.1052","0.9370","12.39M","-7.19%"
"Aug 29, 2021","1.0207","0.9224","1.0489","0.8796","12.17M","10.66%"
"Aug 28, 2021","0.9224","0.9305","0.9422","0.9129","5.67M","-0.84%"
"Aug 27, 2021","0.9302","0.8896","0.9349","0.8539","10.34M","4.60%"
"Aug 26, 2021","0.8892","0.9556","0.9941","0.8577","17.83M","-6.75%"
"Aug 25, 2021","0.9536","0.8543","0.9567","0.8314","12.10M","11.75%"
"Aug 24, 2021","0.8533","0.9279","0.9715","0.8327","9.95M","-7.99%"
"Aug 23, 2021","0.9274","0.8858","0.9274","0.8746","5.43M","4.70%"
"Aug 22, 2021","0.8858","0.8764","0.9102","0.8459","4.72M","1.07%"
"Aug 21, 2021","0.8764","0.8451","0.9461","0.8344","8.23M","3.71%"
"Aug 20, 2021","0.8451","0.8208","0.8521","0.8038","4.34M","2.96%"
"Aug 19, 2021","0.8208","0.7762","0.8208","0.7590","4.37M","5.63%"
"Aug 18, 2021","0.7770","0.7995","0.8146","0.7508","5.60M","-2.81%"
"Aug 17, 2021","0.7995","0.8479","0.8762","0.7973","8.39M","-5.84%"
"Aug 16, 2021","0.8490","0.8689","0.9143","0.8433","8.75M","-2.28%"
"Aug 15, 2021","0.8689","0.8385","0.8696","0.8013","4.91M","3.62%"
"Aug 14, 2021","0.8385","0.8417","0.8536","0.8045","5.64M","-0.39%"
"Aug 13, 2021","0.8418","0.7996","0.8439","0.7863","4.86M","5.36%"
"Aug 12, 2021","0.7990","0.8226","0.8494","0.7621","6.84M","-2.89%"
"Aug 11, 2021","0.8227","0.8278","0.8629","0.8083","8.55M","-0.62%"
"Aug 10, 2021","0.8278","0.7567","0.8508","0.7417","11.06M","9.40%"
"Aug 09, 2021","0.7567","0.7201","0.7677","0.6961","6.39M","5.08%"
"Aug 08, 2021","0.7201","0.7721","0.7769","0.7102","7.31M","-6.79%"
"Aug 07, 2021","0.7725","0.7475","0.7828","0.7358","6.69M","3.34%"
"Aug 06, 2021","0.7475","0.7358","0.7584","0.7156","4.82M","1.67%"
"Aug 05, 2021","0.7352","0.7283","0.7415","0.6920","6.03M","1.10%"
"Aug 04, 2021","0.7272","0.6939","0.7301","0.6805","4.70M","4.80%"
"Aug 03, 2021","0.6939","0.6883","0.6981","0.6615","5.50M","0.81%"
"Aug 02, 2021","0.6883","0.6845","0.7110","0.6745","3.28M","0.56%"
"Aug 01, 2021","0.6845","0.7204","0.7495","0.6761","4.95M","-4.94%"
"Jul 31, 2021","0.7200","0.7186","0.7320","0.6982","3.22M","0.24%"
"Jul 30, 2021","0.7183","0.7050","0.7199","0.6764","3.83M","1.89%"
"Jul 29, 2021","0.7050","0.6887","0.7166","0.6711","5.38M","2.36%"
"Jul 28, 2021","0.6887","0.6960","0.7138","0.6715","7.47M","-1.08%"
"Jul 27, 2021","0.6962","0.6890","0.7306","0.6393","9.37M","1.04%"
"Jul 26, 2021","0.6890","0.7095","0.7520","0.6726","9.30M","-2.89%"
"Jul 25, 2021","0.7095","0.6879","0.7383","0.6759","9.05M","0.98%"
"Jul 24, 2021","0.7026","0.6754","0.7359","0.6615","12.31M","4.04%"
"Jul 23, 2021","0.6754","0.5897","0.6839","0.5823","12.33M","14.52%"
"Jul 22, 2021","0.5897","0.5785","0.6038","0.5687","7.85M","1.93%"
"Jul 21, 2021","0.5785","0.5166","0.5885","0.5033","6.92M","12.00%"
"Jul 20, 2021","0.5166","0.5604","0.5643","0.4936","6.30M","-7.82%"
"Jul 19, 2021","0.5604","0.6130","0.6167","0.5587","4.50M","-8.59%"
"Jul 18, 2021","0.6130","0.6033","0.6497","0.5997","6.57M","1.68%"
"Jul 17, 2021","0.6029","0.6078","0.6180","0.5902","4.69M","-0.79%"
"Jul 16, 2021","0.6078","0.6613","0.6844","0.6055","6.19M","-8.10%"
"Jul 15, 2021","0.6613","0.7130","0.7569","0.6428","9.77M","-7.25%"
"Jul 14, 2021","0.7130","0.6525","0.7455","0.5889","8.05M","9.26%"
"Jul 13, 2021","0.6525","0.6770","0.7089","0.6432","5.19M","-3.61%"
"Jul 12, 2021","0.6770","0.7433","0.7458","0.6664","4.99M","-8.92%"
"Jul 11, 2021","0.7433","0.7497","0.7838","0.7204","7.13M","-0.78%"
"Jul 10, 2021","0.7492","0.6948","0.7851","0.6836","13.27M","7.49%"
"Jul 09, 2021","0.6970","0.6414","0.7209","0.6018","11.18M","8.68%"
"Jul 08, 2021","0.6414","0.7225","0.8433","0.6264","17.35M","-11.44%"
"Jul 07, 2021","0.7242","0.6138","0.7892","0.6090","13.97M","17.99%"
"Jul 06, 2021","0.6138","0.5468","0.6324","0.5457","7.47M","12.25%"
"Jul 05, 2021","0.5468","0.5828","0.5828","0.5302","5.12M","-6.18%"
"Jul 04, 2021","0.5828","0.5604","0.5993","0.5604","4.76M","4.01%"
"Jul 03, 2021","0.5604","0.5408","0.5607","0.5314","3.00M","3.61%"
"Jul 02, 2021","0.5408","0.5507","0.5597","0.5105","3.27M","-1.89%"
"Jul 01, 2021","0.5512","0.5789","0.5960","0.5228","2.77M","-4.64%"
"Jun 30, 2021","0.5781","0.5476","0.5814","0.5164","3.93M","5.43%"
"Jun 29, 2021","0.5483","0.5057","0.5624","0.5045","2.55M","8.41%"
"Jun 28, 2021","0.5057","0.4944","0.5157","0.4854","2.54M","2.30%"
"Jun 27, 2021","0.4944","0.4700","0.4963","0.4548","2.56M","5.18%"
"Jun 26, 2021","0.4700","0.4761","0.4884","0.4366","3.22M","-1.29%"
"Jun 25, 2021","0.4761","0.5271","0.5447","0.4661","4.38M","-9.66%"
"Jun 24, 2021","0.5271","0.5033","0.5509","0.4687","3.79M","4.73%"
"Jun 23, 2021","0.5033","0.4372","0.5096","0.4158","5.43M","15.12%"
"Jun 22, 2021","0.4372","0.4646","0.5085","0.3719","8.79M","-5.99%"
"Jun 21, 2021","0.4650","0.6220","0.6253","0.4620","8.27M","-25.24%"
"Jun 20, 2021","0.6220","0.6312","0.6357","0.5782","4.25M","-1.47%"
"Jun 19, 2021","0.6312","0.6419","0.6541","0.6207","3.66M","-1.66%"
"Jun 18, 2021","0.6419","0.6894","0.6894","0.6153","3.95M","-6.89%"
"Jun 17, 2021","0.6894","0.7073","0.7311","0.6665","3.80M","-2.46%"
"Jun 16, 2021","0.7068","0.7147","0.7579","0.6886","6.35M","-1.11%"
"Jun 15, 2021","0.7147","0.7147","0.7395","0.6959","3.57M","0.00%"
"Jun 14, 2021","0.7147","0.6915","0.7169","0.6737","5.04M","3.35%"
"Jun 13, 2021","0.6915","0.6567","0.6968","0.6392","10.29M","5.50%"
"Jun 12, 2021","0.6555","0.6934","0.6943","0.6278","17.38M","-5.47%"
"Jun 11, 2021","0.6935","0.6956","0.7869","0.6735","31.06M","-0.34%"
"Jun 10, 2021","0.6958","0.7373","0.7406","0.6771","13.13M","-5.63%"
"Jun 09, 2021","0.7373","0.7113","0.7391","0.6637","45.41M","3.43%"
"Jun 08, 2021","0.7129","0.7432","0.7570","0.6287","21.41M","-4.06%"
"Jun 07, 2021","0.7430","0.8246","0.8357","0.7354","12.08M","-9.90%"
"Jun 06, 2021","0.8247","0.8172","0.8311","0.8026","7.73M","0.92%"
"Jun 05, 2021","0.8172","0.8149","0.8884","0.7890","20.09M","0.28%"
"Jun 04, 2021","0.8149","0.8900","0.8999","0.7711","20.57M","-8.41%"
"Jun 03, 2021","0.8897","0.8577","0.9034","0.8400","13.42M","3.89%"
"Jun 02, 2021","0.8565","0.8298","0.8747","0.8087","13.88M","3.22%"
"Jun 01, 2021","0.8298","0.8496","0.8678","0.7997","35.43M","-2.37%"
"May 31, 2021","0.8499","0.7813","0.8558","0.7402","16.32M","8.77%"
"May 30, 2021","0.7814","0.7454","0.8317","0.6920","17.21M","4.83%"
"May 29, 2021","0.7454","0.8145","0.8425","0.6958","19.34M","-8.48%"
"May 28, 2021","0.8145","0.8968","0.9451","0.7746","28.39M","-9.18%"
"May 27, 2021","0.8968","1.0060","1.0143","0.8569","34.32M","-10.86%"
"May 26, 2021","1.0060","0.7852","1.0081","0.7614","47.89M","28.12%"
"May 25, 2021","0.7853","0.7780","0.8457","0.7179","33.26M","0.93%"
"May 24, 2021","0.7780","0.6206","0.7830","0.5879","51.86M","25.21%"
"May 23, 2021","0.6213","0.7581","0.8014","0.4915","53.54M","-18.04%"
"May 22, 2021","0.7581","0.8167","0.8226","0.6986","32.45M","-7.16%"
"May 21, 2021","0.8166","0.9555","1.0033","0.7040","38.47M","-14.67%"
"May 20, 2021","0.9570","0.7704","1.0082","0.6883","56.68M","24.22%"
"May 19, 2021","0.7704","1.1247","1.1613","0.4899","88.08M","-31.56%"
"May 18, 2021","1.1256","1.0620","1.2609","1.0492","35.23M","5.99%"
"May 17, 2021","1.0621","1.1808","1.1816","1.0139","34.16M","-10.06%"
"May 16, 2021","1.1808","1.2029","1.2908","1.1031","20.69M","-1.92%"
"May 15, 2021","1.2039","1.2953","1.3097","1.2007","14.68M","-7.14%"
"May 14, 2021","1.2964","1.2527","1.3301","1.2413","12.80M","3.49%"
"May 13, 2021","1.2527","1.2302","1.3137","1.1624","25.90M","1.83%"
"May 12, 2021","1.2302","1.4324","1.4508","1.2141","17.62M","-14.00%"
"May 11, 2021","1.4304","1.3273","1.4318","1.3024","19.52M","7.69%"
"May 10, 2021","1.3283","1.4889","1.5114","1.2317","31.03M","-10.73%"
"May 09, 2021","1.4878","1.4445","1.5163","1.3566","23.00M","3.01%"
"May 08, 2021","1.4443","1.4633","1.5111","1.4137","16.36M","-1.24%"
"May 07, 2021","1.4625","1.5666","1.5979","1.4141","36.20M","-6.64%"
"May 06, 2021","1.5666","1.4178","1.5691","1.3467","32.77M","10.50%"
"May 05, 2021","1.4177","1.3059","1.4227","1.2905","22.90M","8.68%"
"May 04, 2021","1.3045","1.4045","1.4057","1.2544","29.27M","-7.12%"
"May 03, 2021","1.4045","1.4059","1.4752","1.3904","20.24M","-0.10%"
"May 02, 2021","1.4059","1.4600","1.4638","1.3796","13.78M","-3.70%"
"May 01, 2021","1.4600","1.4864","1.4991","1.4177","16.90M","-1.82%"
"Apr 30, 2021","1.4871","1.4573","1.5022","1.3981","20.92M","2.05%"
"Apr 29, 2021","1.4573","1.5489","1.5521","1.3657","42.12M","-5.92%"
"Apr 28, 2021","1.5489","1.3100","1.5509","1.2843","63.86M","18.32%"
"Apr 27, 2021","1.3092","1.2273","1.3270","1.2128","24.12M","6.67%"
"Apr 26, 2021","1.2273","1.0943","1.2466","1.0827","26.89M","12.15%"
"Apr 25, 2021","1.0943","1.1050","1.1857","1.0285","68.45M","-0.98%"
"Apr 24, 2021","1.1052","1.2368","1.2395","1.0962","23.20M","-10.64%"
"Apr 23, 2021","1.2368","1.2451","1.2680","0.9602","59.84M","-0.71%"
"Apr 22, 2021","1.2456","1.3352","1.4083","1.1800","48.03M","-6.69%"
"Apr 21, 2021","1.3350","1.4050","1.4616","1.3051","44.91M","-5.17%"
"Apr 20, 2021","1.4078","1.3136","1.4779","1.1538","131.40M","7.04%"
"Apr 19, 2021","1.3152","1.3480","1.4117","1.1602","53.15M","-2.44%"
"Apr 18, 2021","1.3480","1.5199","1.5330","1.0802","86.85M","-11.31%"
"Apr 17, 2021","1.5199","1.3033","1.6265","1.2406","117.71M","16.63%"
"Apr 16, 2021","1.3033","1.2387","1.3466","1.1167","72.67M","5.23%"
"Apr 15, 2021","1.2385","1.0926","1.2740","1.0710","57.70M","13.35%"
"Apr 14, 2021","1.0926","1.1185","1.1249","1.0124","29.06M","-2.43%"
"Apr 13, 2021","1.1198","1.1318","1.1423","1.0466","31.61M","-1.05%"
"Apr 12, 2021","1.1318","1.0750","1.2062","1.0273","63.97M","5.28%"
"Apr 11, 2021","1.0750","1.0142","1.1506","1.0028","52.04M","5.93%"
"Apr 10, 2021","1.0148","1.0347","1.0418","0.9721","25.53M","-1.93%"
"Apr 09, 2021","1.0348","0.9879","1.1200","0.9871","60.55M","4.75%"
"Apr 08, 2021","0.9879","0.9280","1.0168","0.9115","33.59M","6.42%"
"Apr 07, 2021","0.9282","0.9589","0.9666","0.8343","40.56M","-3.20%"
"Apr 06, 2021","0.9589","1.0064","1.0091","0.9144","31.62M","-4.62%"
"Apr 05, 2021","1.0054","1.0041","1.0157","0.9438","39.44M","0.15%"
"Apr 04, 2021","1.0039","0.9433","1.0131","0.9185","25.91M","6.43%"
"Apr 03, 2021","0.9433","1.0352","1.0546","0.9235","43.26M","-8.88%"
"Apr 02, 2021","1.0352","1.0136","1.0705","0.9964","36.02M","2.12%"
"Apr 01, 2021","1.0137","1.0194","1.0694","0.9885","39.52M","-0.56%"
"Mar 31, 2021","1.0194","1.0896","1.0897","0.9774","43.38M","-6.32%"
"Mar 30, 2021","1.0882","1.0920","1.1257","1.0417","47.65M","-0.14%"
"Mar 29, 2021","1.0897","1.1421","1.1789","1.0483","75.88M","-4.59%"
"Mar 28, 2021","1.1421","0.9255","1.1823","0.9063","129.36M","23.41%"
"Mar 27, 2021","0.9255","0.8957","0.9818","0.8556","50.71M","3.32%"
"Mar 26, 2021","0.8957","0.8181","0.9107","0.8180","28.82M","9.34%"
"Mar 25, 2021","0.8192","0.8477","0.8776","0.8020","34.42M","-3.37%"
"Mar 24, 2021","0.8478","0.8481","0.9966","0.8187","60.04M","-0.04%"
"Mar 23, 2021","0.8481","0.9142","0.9210","0.8146","34.97M","-7.32%"
"Mar 22, 2021","0.9151","0.9830","0.9859","0.8859","38.51M","-6.91%"
"Mar 21, 2021","0.9829","0.8957","1.0264","0.8855","48.87M","10.17%"
"Mar 20, 2021","0.8922","0.9616","1.0173","0.8883","44.63M","-7.23%"
"Mar 19, 2021","0.9617","0.9792","1.0246","0.9459","47.73M","-1.78%"
"Mar 18, 2021","0.9792","1.0603","1.0796","0.9651","92.03M","-7.64%"
"Mar 17, 2021","1.0602","0.9085","1.0833","0.7756","180.16M","16.70%"
"Mar 16, 2021","0.9085","1.0502","1.0722","0.8406","98.34M","-13.49%"
"Mar 15, 2021","1.0502","1.0147","1.1422","0.9366","143.45M","3.51%"
"Mar 14, 2021","1.0147","0.9710","1.2109","0.8729","314.76M","4.50%"
"Mar 13, 2021","0.9709","0.6588","1.1733","0.6154","446.24M","47.38%"
"Mar 12, 2021","0.6588","0.5216","0.6837","0.5172","144.41M","26.37%"
"Mar 11, 2021","0.5213","0.4813","0.5593","0.4720","93.35M","8.33%"
"Mar 10, 2021","0.4813","0.5475","0.5618","0.4776","82.22M","-12.10%"
"Mar 09, 2021","0.5475","0.4843","0.5914","0.4843","158.69M","13.06%"
"Mar 08, 2021","0.4843","0.4007","0.4984","0.4007","123.70M","20.82%"
"Mar 07, 2021","0.4008","0.3589","0.4199","0.3503","58.29M","11.67%"
"Mar 06, 2021","0.3589","0.3749","0.3847","0.3399","64.62M","-4.52%"
"Mar 05, 2021","0.3759","0.4187","0.4222","0.3584","103.44M","-10.27%"
"Mar 04, 2021","0.4189","0.3476","0.4449","0.3345","207.08M","20.56%"
"Mar 03, 2021","0.3475","0.2795","0.3475","0.2735","84.34M","24.33%"
"Mar 02, 2021","0.2795","0.2600","0.2889","0.2541","45.10M","7.63%"
"Mar 01, 2021","0.2597","0.2361","0.2608","0.2361","26.22M","10.00%"
"Feb 28, 2021","0.2361","0.2532","0.2564","0.2203","27.11M","-6.68%"
"Feb 27, 2021","0.2530","0.2501","0.2636","0.2460","23.85M","1.21%"
"Feb 26, 2021","0.2500","0.2550","0.2692","0.2225","44.52M","-1.98%"
"Feb 25, 2021","0.2550","0.2478","0.2904","0.2360","45.15M","2.84%"
"Feb 24, 2021","0.2480","0.2334","0.2639","0.2193","43.19M","6.04%"
"Feb 23, 2021","0.2338","0.2718","0.2741","0.1867","79.21M","-13.98%"
"Feb 22, 2021","0.2718","0.3135","0.3283","0.2365","74.87M","-13.31%"
"Feb 21, 2021","0.3136","0.3019","0.3212","0.2946","32.53M","3.87%"
"Feb 20, 2021","0.3019","0.3289","0.3293","0.2939","47.80M","-8.22%"
"Feb 19, 2021","0.3289","0.3125","0.3698","0.2931","54.43M","5.26%"
"Feb 18, 2021","0.3125","0.2988","0.3197","0.2919","52.46M","4.59%"
"Feb 17, 2021","0.2988","0.2906","0.3116","0.2701","49.11M","3.15%"
"Feb 16, 2021","0.2897","0.2967","0.3161","0.2652","57.36M","-2.36%"
"Feb 15, 2021","0.2967","0.3140","0.3243","0.2595","57.00M","-5.53%"
"Feb 14, 2021","0.3140","0.3448","0.3591","0.2983","61.37M","-8.92%"
"Feb 13, 2021","0.3448","0.3030","0.3732","0.3013","132.68M","13.79%"
"Feb 12, 2021","0.3030","0.2808","0.3138","0.2766","75.45M","7.92%"
"Feb 11, 2021","0.2808","0.2508","0.2940","0.2441","80.81M","11.96%"
"Feb 10, 2021","0.2508","0.2436","0.2606","0.2284","56.74M","2.70%"
"Feb 09, 2021","0.2442","0.2379","0.2452","0.2320","49.30M","2.77%"
"Feb 08, 2021","0.2376","0.2375","0.2532","0.2261","61.43M","0.06%"
"Feb 07, 2021","0.2375","0.2359","0.2819","0.2174","146.68M","0.67%"
"Feb 06, 2021","0.2359","0.2172","0.2709","0.1870","143.51M","8.60%"
"Feb 05, 2021","0.2172","0.1722","0.2474","0.1705","83.60M","26.04%"
"Feb 04, 2021","0.1723","0.1761","0.1772","0.1650","36.57M","-2.15%"
"Feb 03, 2021","0.1761","0.1677","0.1846","0.1632","53.42M","4.98%"
"Feb 02, 2021","0.1678","0.1558","0.1689","0.1513","40.53M","7.73%"
"Feb 01, 2021","0.1558","0.1551","0.1558","0.1450","29.17M","0.39%"
"Jan 31, 2021","0.1551","0.1577","0.1579","0.1479","30.46M","-1.60%"
"Jan 30, 2021","0.1577","0.1542","0.1604","0.1498","33.81M","2.24%"
"Jan 29, 2021","0.1542","0.1579","0.1623","0.1503","45.07M","-2.34%"
"Jan 28, 2021","0.1579","0.1467","0.1647","0.1409","55.12M","7.41%"
"Jan 27, 2021","0.1470","0.1666","0.1666","0.1407","38.17M","-11.73%"
"Jan 26, 2021","0.1666","0.1638","0.1701","0.1492","49.87M","1.71%"
"Jan 25, 2021","0.1638","0.1715","0.1800","0.1599","54.16M","-4.55%"
"Jan 24, 2021","0.1716","0.1932","0.1936","0.1653","74.36M","-11.20%"
"Jan 23, 2021","0.1932","0.1589","0.2013","0.1554","167.14M","21.41%"
"Jan 22, 2021","0.1591","0.1181","0.1668","0.1027","185.44M","34.60%"
"Jan 21, 2021","0.1182","0.1373","0.1374","0.1163","65.52M","-13.90%"
"Jan 20, 2021","0.1373","0.1225","0.1440","0.1204","81.99M","12.13%"
"Jan 19, 2021","0.1225","0.1168","0.1352","0.1135","74.96M","4.79%"
"Jan 18, 2021","0.1169","0.1109","0.1178","0.1071","35.97M","5.35%"
"Jan 17, 2021","0.1109","0.1088","0.1199","0.1027","50.75M","1.91%"
"Jan 16, 2021","0.1088","0.1066","0.1127","0.1058","36.77M","2.14%"
"Jan 15, 2021","0.1066","0.1101","0.1143","0.0996","44.46M","-3.23%"
"Jan 14, 2021","0.1101","0.1144","0.1175","0.1077","33.27M","-3.78%"
"Jan 13, 2021","0.1144","0.1104","0.1154","0.0994","44.41M","3.99%"
