"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 12, 2021","0.1101","0.0939","0.1189","0.0915","89.57M","17.22%"
"Jan 11, 2021","0.0939","0.1061","0.1069","0.0813","57.04M","-11.48%"
"Jan 10, 2021","0.1061","0.1156","0.1210","0.0982","60.85M","-8.20%"
"Jan 09, 2021","0.1155","0.1270","0.1272","0.1108","60.21M","-9.03%"
"Jan 08, 2021","0.1270","0.1288","0.1601","0.1074","202.55M","-1.89%"
"Jan 07, 2021","0.1294","0.0924","0.1299","0.0900","186.65M","40.14%"
"Jan 06, 2021","0.0924","0.0820","0.0928","0.0816","49.07M","12.99%"
"Jan 05, 2021","0.0817","0.0788","0.0824","0.0771","31.32M","3.74%"
"Jan 04, 2021","0.0788","0.0806","0.0860","0.0750","43.22M","-2.16%"
"Jan 03, 2021","0.0805","0.0794","0.0814","0.0757","29.73M","1.20%"
"Jan 02, 2021","0.0796","0.0831","0.0834","0.0775","22.19M","-4.24%"
"Jan 01, 2021","0.0831","0.0780","0.0836","0.0771","24.10M","6.62%"
"Dec 31, 2020","0.0780","0.0781","0.0788","0.0750","13.79M","-0.35%"
"Dec 30, 2020","0.0782","0.0797","0.0807","0.0769","17.18M","-1.99%"
"Dec 29, 2020","0.0798","0.0811","0.0826","0.0767","21.10M","-1.61%"
"Dec 28, 2020","0.0811","0.0802","0.0847","0.0801","28.63M","0.69%"
"Dec 27, 2020","0.0806","0.0788","0.0849","0.0769","29.73M","2.27%"
"Dec 26, 2020","0.0788","0.0802","0.0819","0.0765","21.42M","-1.72%"
"Dec 25, 2020","0.0802","0.0805","0.0817","0.0763","21.04M","-0.40%"
"Dec 24, 2020","0.0805","0.0747","0.0811","0.0700","34.42M","7.69%"
"Dec 23, 2020","0.0747","0.0844","0.0845","0.0726","28.46M","-11.49%"
"Dec 22, 2020","0.0844","0.0838","0.0854","0.0816","19.99M","0.79%"
"Dec 21, 2020","0.0838","0.0888","0.0906","0.0823","90.71M","-5.69%"
"Dec 20, 2020","0.0888","0.0921","0.0973","0.0875","28.42M","-3.59%"
"Dec 19, 2020","0.0921","0.0895","0.0948","0.0891","25.16M","2.98%"
"Dec 18, 2020","0.0895","0.0871","0.0917","0.0852","20.78M","2.71%"
"Dec 17, 2020","0.0871","0.0878","0.0904","0.0845","26.98M","-1.01%"
"Dec 16, 2020","0.0880","0.0862","0.0887","0.0833","23.33M","2.03%"
"Dec 15, 2020","0.0862","0.0865","0.0915","0.0858","30.16M","-0.27%"
"Dec 14, 2020","0.0865","0.0862","0.0867","0.0837","13.37M","0.30%"
"Dec 13, 2020","0.0862","0.0827","0.0879","0.0824","13.15M","4.27%"
"Dec 12, 2020","0.0827","0.0785","0.0832","0.0784","8.37M","5.41%"
"Dec 11, 2020","0.0784","0.0812","0.0815","0.0766","11.00M","-3.41%"
"Dec 10, 2020","0.0812","0.0841","0.0841","0.0805","10.97M","-3.40%"
"Dec 09, 2020","0.0841","0.0844","0.0848","0.0801","15.14M","-0.41%"
"Dec 08, 2020","0.0844","0.0887","0.0929","0.0837","14.75M","-4.84%"
"Dec 07, 2020","0.0887","0.0898","0.0907","0.0879","10.71M","-1.25%"
"Dec 06, 2020","0.0898","0.0920","0.0923","0.0886","12.90M","-2.37%"
"Dec 05, 2020","0.0920","0.0863","0.0992","0.0854","25.48M","6.59%"
"Dec 04, 2020","0.0863","0.0917","0.0922","0.0857","16.58M","-5.79%"
"Dec 03, 2020","0.0916","0.0927","0.0969","0.0910","17.54M","-1.17%"
"Dec 02, 2020","0.0927","0.0863","0.0951","0.0854","23.07M","7.26%"
"Dec 01, 2020","0.0864","0.0882","0.0963","0.0824","24.01M","-2.00%"
"Nov 30, 2020","0.0882","0.0830","0.0882","0.0803","25.56M","6.20%"
"Nov 29, 2020","0.0830","0.0833","0.0843","0.0809","12.57M","-0.25%"
"Nov 28, 2020","0.0833","0.0804","0.0850","0.0778","14.23M","3.52%"
"Nov 27, 2020","0.0804","0.0800","0.0816","0.0761","14.88M","0.57%"
"Nov 26, 2020","0.0800","0.0907","0.0960","0.0761","23.26M","-11.87%"
"Nov 25, 2020","0.0907","0.0918","0.0981","0.0885","22.33M","-1.20%"
"Nov 24, 2020","0.0918","0.0904","0.0951","0.0862","24.08M","1.65%"
"Nov 23, 2020","0.0904","0.0860","0.0929","0.0852","22.13M","4.94%"
"Nov 22, 2020","0.0861","0.0871","0.0892","0.0798","17.82M","-1.12%"
"Nov 21, 2020","0.0871","0.0819","0.0893","0.0801","16.86M","6.32%"
"Nov 20, 2020","0.0819","0.0774","0.0824","0.0774","14.42M","5.75%"
"Nov 19, 2020","0.0774","0.0767","0.0798","0.0739","13.01M","1.00%"
"Nov 18, 2020","0.0767","0.0798","0.0807","0.0754","15.35M","-3.88%"
"Nov 17, 2020","0.0798","0.0791","0.0814","0.0782","19.76M","0.79%"
"Nov 16, 2020","0.0791","0.0777","0.0822","0.0763","18.82M","1.82%"
"Nov 15, 2020","0.0777","0.0793","0.0819","0.0761","18.23M","-1.96%"
"Nov 14, 2020","0.0793","0.0824","0.0831","0.0782","13.80M","-3.80%"
"Nov 13, 2020","0.0824","0.0832","0.0861","0.0808","21.53M","-0.94%"
"Nov 12, 2020","0.0832","0.0826","0.0843","0.0770","23.82M","0.74%"
"Nov 11, 2020","0.0826","0.0875","0.0935","0.0814","35.02M","-5.64%"
"Nov 10, 2020","0.0875","0.0975","0.1110","0.0864","64.21M","-10.18%"
"Nov 09, 2020","0.0975","0.0867","0.1010","0.0821","59.43M","12.40%"
"Nov 08, 2020","0.0867","0.0748","0.0888","0.0740","23.44M","15.86%"
"Nov 07, 2020","0.0748","0.0833","0.0876","0.0708","21.75M","-10.02%"
"Nov 06, 2020","0.0832","0.0734","0.0905","0.0733","53.20M","13.25%"
"Nov 05, 2020","0.0734","0.0630","0.0772","0.0625","21.04M","16.56%"
"Nov 04, 2020","0.0630","0.0633","0.0639","0.0610","5.62M","-0.52%"
"Nov 03, 2020","0.0633","0.0623","0.0641","0.0600","5.87M","1.61%"
"Nov 02, 2020","0.0623","0.0637","0.0667","0.0619","7.37M","-2.10%"
"Nov 01, 2020","0.0637","0.0646","0.0648","0.0634","4.39M","-1.39%"
"Oct 31, 2020","0.0646","0.0627","0.0649","0.0619","6.29M","2.97%"
"Oct 30, 2020","0.0627","0.0642","0.0652","0.0606","9.88M","-2.22%"
"Oct 29, 2020","0.0641","0.0659","0.0679","0.0635","5.42M","-2.69%"
"Oct 28, 2020","0.0659","0.0713","0.0720","0.0650","6.76M","-7.52%"
"Oct 27, 2020","0.0713","0.0725","0.0726","0.0705","5.45M","-1.64%"
"Oct 26, 2020","0.0725","0.0730","0.0743","0.0706","4.73M","-0.79%"
"Oct 25, 2020","0.0730","0.0746","0.0752","0.0723","4.24M","-2.14%"
"Oct 24, 2020","0.0746","0.0735","0.0768","0.0733","5.95M","1.70%"
"Oct 23, 2020","0.0734","0.0749","0.0749","0.0728","4.77M","-1.98%"
"Oct 22, 2020","0.0749","0.0739","0.0765","0.0736","4.93M","1.32%"
"Oct 21, 2020","0.0739","0.0713","0.0748","0.0711","5.15M","3.68%"
"Oct 20, 2020","0.0713","0.0740","0.0741","0.0709","6.33M","-3.70%"
"Oct 19, 2020","0.0740","0.0762","0.0762","0.0733","5.24M","-2.83%"
"Oct 18, 2020","0.0762","0.0739","0.0784","0.0734","4.50M","3.17%"
"Oct 17, 2020","0.0738","0.0712","0.0755","0.0709","4.80M","3.74%"
"Oct 16, 2020","0.0712","0.0746","0.0751","0.0704","5.27M","-4.66%"
"Oct 15, 2020","0.0746","0.0755","0.0773","0.0729","6.67M","-1.08%"
"Oct 14, 2020","0.0755","0.0770","0.0777","0.0748","4.55M","-2.05%"
"Oct 13, 2020","0.0770","0.0789","0.0789","0.0763","2.74M","-2.40%"
"Oct 12, 2020","0.0789","0.0783","0.0807","0.0764","4.93M","0.70%"
"Oct 11, 2020","0.0784","0.0799","0.0801","0.0769","2.55M","-1.92%"
"Oct 10, 2020","0.0799","0.0798","0.0844","0.0787","4.33M","0.08%"
"Oct 09, 2020","0.0798","0.0742","0.0800","0.0725","6.16M","7.57%"
"Oct 08, 2020","0.0742","0.0710","0.0743","0.0692","3.27M","4.52%"
"Oct 07, 2020","0.0710","0.0703","0.0711","0.0688","3.43M","0.95%"
"Oct 06, 2020","0.0703","0.0762","0.0766","0.0698","12.58M","-7.65%"
"Oct 05, 2020","0.0762","0.0753","0.0775","0.0749","6.90M","1.20%"
"Oct 04, 2020","0.0753","0.0751","0.0758","0.0741","5.39M","0.22%"
"Oct 03, 2020","0.0751","0.0740","0.0757","0.0739","5.38M","1.53%"
"Oct 02, 2020","0.0740","0.0773","0.0776","0.0716","11.45M","-4.26%"
"Oct 01, 2020","0.0773","0.0842","0.0861","0.0728","16.85M","-8.17%"
"Sep 30, 2020","0.0841","0.0885","0.0885","0.0817","13.39M","-4.94%"
"Sep 29, 2020","0.0885","0.0796","0.0912","0.0793","24.26M","11.15%"
"Sep 28, 2020","0.0796","0.0791","0.0816","0.0789","11.13M","0.66%"
"Sep 27, 2020","0.0791","0.0801","0.0824","0.0760","10.86M","-1.23%"
"Sep 26, 2020","0.0801","0.0765","0.0824","0.0765","12.96M","4.74%"
"Sep 25, 2020","0.0765","0.0756","0.0777","0.0719","12.16M","1.14%"
"Sep 24, 2020","0.0756","0.0687","0.0759","0.0682","13.37M","9.98%"
"Sep 23, 2020","0.0687","0.0724","0.0795","0.0686","19.48M","-5.06%"
"Sep 22, 2020","0.0724","0.0700","0.0724","0.0667","8.81M","3.41%"
"Sep 21, 2020","0.0700","0.0790","0.0790","0.0682","9.54M","-11.42%"
"Sep 20, 2020","0.0790","0.0807","0.0807","0.0779","6.17M","-2.04%"
"Sep 19, 2020","0.0807","0.0790","0.0810","0.0786","6.79M","2.07%"
"Sep 18, 2020","0.0790","0.0799","0.0829","0.0786","8.26M","-1.03%"
"Sep 17, 2020","0.0799","0.0784","0.0812","0.0769","6.80M","1.80%"
"Sep 16, 2020","0.0784","0.0791","0.0801","0.0763","6.40M","-0.86%"
"Sep 15, 2020","0.0791","0.0819","0.0833","0.0789","5.86M","-3.24%"
"Sep 14, 2020","0.0818","0.0817","0.0835","0.0792","7.05M","0.14%"
"Sep 13, 2020","0.0817","0.0848","0.0858","0.0787","10.83M","-3.81%"
"Sep 12, 2020","0.0849","0.0854","0.0855","0.0815","9.61M","-0.60%"
"Sep 11, 2020","0.0854","0.0821","0.0859","0.0799","10.50M","4.04%"
"Sep 10, 2020","0.0821","0.0774","0.0821","0.0767","10.90M","6.04%"
"Sep 09, 2020","0.0774","0.0739","0.0789","0.0719","16.50M","4.78%"
"Sep 08, 2020","0.0739","0.0768","0.0774","0.0710","36.63M","-3.81%"
"Sep 07, 2020","0.0768","0.0784","0.0808","0.0699","106.86M","-2.04%"
"Sep 06, 2020","0.0784","0.0785","0.0807","0.0727","173.01M","-0.11%"
"Sep 05, 2020","0.0785","0.0878","0.0896","0.0722","194.14M","-10.58%"
"Sep 04, 2020","0.0878","0.0820","0.0898","0.0808","189.09M","7.07%"
"Sep 03, 2020","0.0820","0.1005","0.1017","0.0809","165.73M","-18.40%"
"Sep 02, 2020","0.1005","0.1006","0.1041","0.0908","204.53M","-0.12%"
"Sep 01, 2020","0.1006","0.0987","0.1020","0.0963","348.66M","1.94%"
"Aug 31, 2020","0.0987","0.1037","0.1061","0.0971","322.90M","-4.82%"
"Aug 30, 2020","0.1037","0.1093","0.1113","0.1018","377.65M","-5.12%"
"Aug 29, 2020","0.1093","0.1065","0.1213","0.1016","458.53M","2.57%"
"Aug 28, 2020","0.1065","0.0946","0.1137","0.0915","443.51M","12.63%"
"Aug 27, 2020","0.0946","0.0871","0.0946","0.0861","512.99M","8.61%"
"Aug 26, 2020","0.0871","0.0856","0.0872","0.0836","325.33M","1.75%"
"Aug 25, 2020","0.0856","0.0918","0.0936","0.0821","279.56M","-6.75%"
"Aug 24, 2020","0.0918","0.0919","0.0967","0.0907","107.87M","-0.10%"
"Aug 23, 2020","0.0919","0.0970","0.0973","0.0891","120.26M","-5.24%"
"Aug 22, 2020","0.0970","0.0942","0.1118","0.0865","168.16M","2.98%"
"Aug 21, 2020","0.0942","0.0912","0.0944","0.0850","116.04M","3.28%"
"Aug 20, 2020","0.0912","0.0830","0.0914","0.0812","86.35M","9.90%"
"Aug 19, 2020","0.0830","0.0897","0.0915","0.0807","105.76M","-7.51%"
"Aug 18, 2020","0.0897","0.0959","0.0961","0.0864","104.07M","-6.42%"
"Aug 17, 2020","0.0959","0.0985","0.0998","0.0948","113.68M","-2.67%"
"Aug 16, 2020","0.0985","0.0985","0.0999","0.0941","98.45M","0.00%"
"Aug 15, 2020","0.0985","0.0954","0.1015","0.0948","101.20M","3.27%"
"Aug 14, 2020","0.0954","0.0925","0.1030","0.0905","130.43M","3.12%"
"Aug 13, 2020","0.0925","0.0979","0.1048","0.0914","157.15M","-5.53%"
"Aug 12, 2020","0.0979","0.0908","0.1039","0.0854","257.93M","7.82%"
"Aug 11, 2020","0.0908","0.1011","0.1025","0.0847","245.59M","-10.18%"
"Aug 10, 2020","0.1011","0.0996","0.1121","0.0933","281.11M","1.52%"
"Aug 09, 2020","0.0996","0.1027","0.1316","0.0992","327.06M","-3.03%"
"Aug 08, 2020","0.1027","0.0750","0.1043","0.0729","242.03M","36.96%"
"Aug 07, 2020","0.0750","0.0576","0.0759","0.0576","211.72M","30.17%"
"Aug 06, 2020","0.0576","0.0538","0.0640","0.0513","200.84M","7.10%"
"Aug 05, 2020","0.0538","0.0454","0.0557","0.0454","133.61M","18.48%"
"Aug 04, 2020","0.0454","0.0457","0.0464","0.0447","133.25M","-0.66%"
"Aug 03, 2020","0.0457","0.0444","0.0468","0.0442","191.23M","2.94%"
"Aug 02, 2020","0.0444","0.0465","0.0469","0.0425","187.82M","-4.53%"
"Aug 01, 2020","0.0465","0.0458","0.0469","0.0447","183.12M","1.74%"
"Jul 31, 2020","0.0457","0.0472","0.0479","0.0445","179.64M","-3.18%"
"Jul 30, 2020","0.0472","0.0485","0.0488","0.0454","185.68M","-2.69%"
"Jul 29, 2020","0.0485","0.0425","0.0517","0.0425","248.30M","14.14%"
"Jul 28, 2020","0.0425","0.0437","0.0440","0.0418","232.08M","3.90%"
"Jul 27, 2020","0.0409","0.0440","0.0449","0.0385","266.19M","-7.05%"
"Jul 26, 2020","0.0440","0.0464","0.0475","0.0427","197.36M","-5.15%"
"Jul 25, 2020","0.0464","0.0461","0.0480","0.0455","177.22M","0.64%"
"Jul 24, 2020","0.0461","0.0481","0.0499","0.0460","172.71M","-4.16%"
"Jul 23, 2020","0.0481","0.0472","0.0499","0.0452","181.43M","1.92%"
"Jul 22, 2020","0.0472","0.0472","0.0498","0.0451","153.65M","0.00%"
"Jul 21, 2020","0.0472","0.0414","0.0530","0.0413","259.06M","14.02%"
"Jul 20, 2020","0.0414","0.0419","0.0427","0.0406","157.04M","-1.17%"
"Jul 19, 2020","0.0419","0.0395","0.0419","0.0395","144.52M","6.06%"
"Jul 18, 2020","0.0395","0.0392","0.0397","0.0386","120.97M","0.77%"
"Jul 17, 2020","0.0392","0.0390","0.0394","0.0385","111.00M","0.49%"
"Jul 16, 2020","0.0390","0.0395","0.0397","0.0376","125.49M","-1.25%"
"Jul 15, 2020","0.0395","0.0402","0.0405","0.0394","119.03M","-1.76%"
"Jul 14, 2020","0.0402","0.0410","0.0410","0.0394","143.64M","-1.94%"
"Jul 13, 2020","0.0410","0.0407","0.0426","0.0406","131.41M","0.74%"
"Jul 12, 2020","0.0407","0.0406","0.0414","0.0401","122.82M","0.25%"
"Jul 11, 2020","0.0406","0.0405","0.0417","0.0398","127.26M","0.24%"
"Jul 10, 2020","0.0405","0.0398","0.0408","0.0386","148.16M","1.72%"
"Jul 09, 2020","0.0398","0.0409","0.0420","0.0397","148.91M","-2.66%"
"Jul 08, 2020","0.0409","0.0401","0.0422","0.0400","95.50M","2.04%"
"Jul 07, 2020","0.0401","0.0391","0.0414","0.0386","96.50M","2.53%"
"Jul 06, 2020","0.0391","0.0383","0.0394","0.0378","120.67M","2.09%"
"Jul 05, 2020","0.0383","0.0392","0.0394","0.0374","136.69M","-2.29%"
"Jul 04, 2020","0.0392","0.0381","0.0393","0.0381","116.54M","2.87%"
"Jul 03, 2020","0.0381","0.0381","0.0387","0.0379","95.52M","0.00%"
"Jul 02, 2020","0.0381","0.0395","0.0401","0.0378","48.82M","-3.53%"
"Jul 01, 2020","0.0395","0.0379","0.0397","0.0377","121.72M","4.27%"
"Jun 30, 2020","0.0379","0.0377","0.0388","0.0369","106.10M","0.50%"
"Jun 29, 2020","0.0377","0.0378","0.0378","0.0361","128.70M","-0.27%"
"Jun 28, 2020","0.0378","0.0369","0.0382","0.0354","134.07M","2.41%"
"Jun 27, 2020","0.0369","0.0404","0.0404","0.0362","116.29M","-8.63%"
"Jun 26, 2020","0.0404","0.0428","0.0428","0.0394","105.62M","-5.63%"
"Jun 25, 2020","0.0428","0.0429","0.0431","0.0401","104.97M","-0.22%"
"Jun 24, 2020","0.0429","0.0450","0.0455","0.0416","109.21M","-4.68%"
"Jun 23, 2020","0.0450","0.0461","0.0464","0.0446","155.10M","-2.40%"
"Jun 22, 2020","0.0461","0.0432","0.0468","0.0432","172.29M","6.70%"
"Jun 21, 2020","0.0432","0.0422","0.0454","0.0421","135.45M","2.40%"
"Jun 20, 2020","0.0422","0.0413","0.0424","0.0412","133.26M","2.18%"
"Jun 19, 2020","0.0413","0.0418","0.0428","0.0401","134.57M","-1.19%"
"Jun 18, 2020","0.0418","0.0407","0.0425","0.0406","115.63M","2.71%"
"Jun 17, 2020","0.0407","0.0407","0.0420","0.0399","98.26M","0.00%"
"Jun 16, 2020","0.0407","0.0403","0.0415","0.0393","98.71M","1.00%"
"Jun 15, 2020","0.0403","0.0413","0.0414","0.0370","101.25M","-2.44%"
"Jun 14, 2020","0.0413","0.0429","0.0440","0.0409","117.00M","-3.71%"
"Jun 13, 2020","0.0429","0.0425","0.0431","0.0413","109.43M","0.92%"
"Jun 12, 2020","0.0425","0.0405","0.0429","0.0400","111.23M","4.94%"
"Jun 11, 2020","0.0405","0.0433","0.0464","0.0393","153.02M","-6.44%"
"Jun 10, 2020","0.0433","0.0412","0.0436","0.0410","108.26M","5.10%"
"Jun 09, 2020","0.0412","0.0418","0.0419","0.0406","109.76M","-1.47%"
"Jun 08, 2020","0.0418","0.0412","0.0419","0.0409","85.37M","1.50%"
"Jun 07, 2020","0.0412","0.0415","0.0417","0.0397","108.95M","-0.72%"
"Jun 06, 2020","0.0415","0.0413","0.0416","0.0406","93.18M","0.47%"
"Jun 05, 2020","0.0413","0.0423","0.0425","0.0408","110.75M","-2.40%"
"Jun 04, 2020","0.0423","0.0415","0.0425","0.0404","120.02M","1.93%"
"Jun 03, 2020","0.0415","0.0403","0.0418","0.0398","174.61M","2.99%"
"Jun 02, 2020","0.0403","0.0411","0.0413","0.0374","191.30M","-1.95%"
"Jun 01, 2020","0.0411","0.0398","0.0415","0.0398","183.51M","3.25%"
"May 31, 2020","0.0398","0.0404","0.0418","0.0397","218.00M","-1.48%"
"May 30, 2020","0.0404","0.0401","0.0415","0.0394","205.48M","0.75%"
"May 29, 2020","0.0401","0.0396","0.0402","0.0387","158.45M","1.27%"
"May 28, 2020","0.0396","0.0408","0.0409","0.0391","204.19M","-2.94%"
"May 27, 2020","0.0408","0.0417","0.0421","0.0393","218.01M","-2.15%"
"May 26, 2020","0.0417","0.0401","0.0440","0.0394","237.44M","3.97%"
"May 25, 2020","0.0401","0.0362","0.0412","0.0359","212.40M","10.78%"
"May 24, 2020","0.0362","0.0394","0.0412","0.0362","175.47M","-8.13%"
"May 23, 2020","0.0394","0.0393","0.0414","0.0377","212.33M","0.26%"
"May 22, 2020","0.0393","0.0359","0.0402","0.0356","238.84M","9.47%"
"May 21, 2020","0.0359","0.0371","0.0397","0.0346","232.57M","-3.24%"
"May 20, 2020","0.0371","0.0372","0.0393","0.0361","192.10M","-0.27%"
"May 19, 2020","0.0372","0.0375","0.0375","0.0362","171.50M","-0.79%"
"May 18, 2020","0.0375","0.0358","0.0375","0.0356","166.35M","4.72%"
"May 17, 2020","0.0358","0.0360","0.0368","0.0358","158.92M","-0.54%"
"May 16, 2020","0.0360","0.0359","0.0367","0.0357","142.12M","0.29%"
"May 15, 2020","0.0359","0.0373","0.0389","0.0355","176.31M","-3.76%"
"May 14, 2020","0.0373","0.0358","0.0377","0.0353","177.76M","4.21%"
"May 13, 2020","0.0358","0.0356","0.0362","0.0346","145.77M","0.53%"
"May 12, 2020","0.0356","0.0340","0.0372","0.0339","170.09M","4.40%"
"May 11, 2020","0.0341","0.0342","0.0352","0.0324","153.57M","-0.25%"
"May 10, 2020","0.0342","0.0374","0.0374","0.0315","59.41M","-8.61%"
"May 09, 2020","0.0374","0.0389","0.0398","0.0371","180.30M","-3.85%"
"May 08, 2020","0.0389","0.0359","0.0423","0.0359","179.54M","8.36%"
"May 07, 2020","0.0359","0.0344","0.0371","0.0341","161.03M","4.35%"
"May 06, 2020","0.0344","0.0348","0.0364","0.0343","123.02M","-1.41%"
"May 05, 2020","0.0349","0.0346","0.0361","0.0344","131.59M","0.88%"
"May 04, 2020","0.0346","0.0345","0.0357","0.0321","88.55M","0.31%"
"May 03, 2020","0.0345","0.0365","0.0373","0.0341","34.53M","-5.55%"
"May 02, 2020","0.0365","0.0336","0.0405","0.0334","113.59M","8.70%"
"May 01, 2020","0.0336","0.0315","0.0338","0.0315","136.02M","6.67%"
"Apr 30, 2020","0.0315","0.0336","0.0348","0.0307","167.46M","-6.28%"
"Apr 29, 2020","0.0336","0.0327","0.0343","0.0316","140.47M","2.73%"
"Apr 28, 2020","0.0327","0.0321","0.0346","0.0319","134.99M","1.89%"
"Apr 27, 2020","0.0321","0.0306","0.0322","0.0301","106.78M","4.97%"
"Apr 26, 2020","0.0306","0.0291","0.0307","0.0288","81.00M","5.12%"
"Apr 25, 2020","0.0291","0.0292","0.0301","0.0288","111.03M","-0.36%"
"Apr 24, 2020","0.0292","0.0286","0.0293","0.0281","78.78M","2.10%"
"Apr 23, 2020","0.0286","0.0281","0.0299","0.0276","89.86M","1.82%"
"Apr 22, 2020","0.0281","0.0268","0.0286","0.0268","80.81M","4.80%"
"Apr 21, 2020","0.0268","0.0271","0.0273","0.0266","108.60M","-1.10%"
"Apr 20, 2020","0.0271","0.0288","0.0292","0.0268","82.88M","-5.94%"
"Apr 19, 2020","0.0288","0.0298","0.0301","0.0285","114.38M","-3.36%"
"Apr 18, 2020","0.0298","0.0284","0.0305","0.0283","109.81M","4.93%"
"Apr 17, 2020","0.0284","0.0276","0.0290","0.0274","104.26M","2.90%"
"Apr 16, 2020","0.0276","0.0261","0.0282","0.0258","57.78M","5.75%"
"Apr 15, 2020","0.0261","0.0271","0.0277","0.0260","65.21M","-3.69%"
"Apr 14, 2020","0.0271","0.0263","0.0274","0.0260","99.88M","3.04%"
"Apr 13, 2020","0.0263","0.0266","0.0267","0.0256","97.62M","-1.10%"
"Apr 12, 2020","0.0266","0.0265","0.0275","0.0261","92.53M","0.40%"
"Apr 11, 2020","0.0265","0.0265","0.0272","0.0260","102.46M","0.00%"
"Apr 10, 2020","0.0265","0.0292","0.0292","0.0259","118.23M","-9.22%"
"Apr 09, 2020","0.0292","0.0283","0.0297","0.0279","115.02M","3.15%"
"Apr 08, 2020","0.0283","0.0275","0.0287","0.0272","121.71M","2.96%"
"Apr 07, 2020","0.0275","0.0279","0.0286","0.0268","117.71M","-1.48%"
"Apr 06, 2020","0.0279","0.0260","0.0280","0.0259","110.32M","7.28%"
"Apr 05, 2020","0.0260","0.0263","0.0265","0.0259","55.11M","-1.18%"
"Apr 04, 2020","0.0263","0.0257","0.0268","0.0253","72.94M","2.43%"
"Apr 03, 2020","0.0257","0.0261","0.0263","0.0250","66.18M","-1.51%"
"Apr 02, 2020","0.0261","0.0262","0.0273","0.0251","78.33M","-0.42%"
"Apr 01, 2020","0.0262","0.0261","0.0264","0.0247","81.69M","0.39%"
"Mar 31, 2020","0.0261","0.0248","0.0262","0.0248","72.72M","5.24%"
"Mar 30, 2020","0.0248","0.0222","0.0259","0.0222","73.80M","11.45%"
"Mar 29, 2020","0.0222","0.0241","0.0242","0.0222","60.69M","-7.64%"
"Mar 28, 2020","0.0241","0.0241","0.0244","0.0229","93.83M","0.00%"
"Mar 27, 2020","0.0241","0.0257","0.0258","0.0238","112.34M","-6.23%"
"Mar 26, 2020","0.0257","0.0256","0.0259","0.0246","119.67M","0.34%"
"Mar 25, 2020","0.0256","0.0268","0.0268","0.0244","122.03M","-4.44%"
"Mar 24, 2020","0.0268","0.0254","0.0329","0.0254","177.41M","5.54%"
"Mar 23, 2020","0.0254","0.0231","0.0254","0.0226","155.04M","9.89%"
"Mar 22, 2020","0.0231","0.0246","0.0257","0.0229","159.15M","-6.10%"
"Mar 21, 2020","0.0246","0.0248","0.0262","0.0234","183.53M","-0.76%"
"Mar 20, 2020","0.0248","0.0248","0.0283","0.0230","202.69M","0.00%"
"Mar 19, 2020","0.0248","0.0220","0.0260","0.0218","146.37M","12.74%"
"Mar 18, 2020","0.0220","0.0227","0.0230","0.0202","127.66M","-3.12%"
"Mar 17, 2020","0.0227","0.0222","0.0238","0.0215","112.03M","2.35%"
"Mar 16, 2020","0.0222","0.0248","0.0248","0.0184","102.91M","-10.53%"
"Mar 15, 2020","0.0248","0.0230","0.0267","0.0222","83.36M","7.82%"
"Mar 14, 2020","0.0230","0.0231","0.0245","0.0214","99.74M","-0.43%"
"Mar 13, 2020","0.0231","0.0179","0.0231","0.0131","235.59M","29.06%"
"Mar 12, 2020","0.0179","0.0350","0.0353","0.0167","229.08M","-48.87%"
"Mar 11, 2020","0.0350","0.0368","0.0372","0.0324","97.61M","-4.62%"
"Mar 10, 2020","0.0367","0.0352","0.0373","0.0347","111.13M","4.25%"
"Mar 09, 2020","0.0352","0.0365","0.0380","0.0331","134.56M","-3.07%"
"Mar 08, 2020","0.0363","0.0439","0.0439","0.0360","120.30M","-17.32%"
"Mar 07, 2020","0.0439","0.0491","0.0492","0.0429","106.63M","-10.74%"
"Mar 06, 2020","0.0492","0.0479","0.0492","0.0463","118.30M","2.50%"
"Mar 05, 2020","0.0480","0.0471","0.0480","0.0456","128.48M","1.91%"
"Mar 04, 2020","0.0471","0.0422","0.0475","0.0415","145.32M","11.61%"
"Mar 03, 2020","0.0422","0.0415","0.0425","0.0403","99.79M","1.67%"
"Mar 02, 2020","0.0415","0.0370","0.0426","0.0367","114.13M","12.16%"
"Mar 01, 2020","0.0370","0.0368","0.0397","0.0362","94.11M","0.48%"
"Feb 29, 2020","0.0368","0.0399","0.0411","0.0368","27.22M","-7.74%"
"Feb 28, 2020","0.0399","0.0405","0.0431","0.0379","66.78M","-1.45%"
"Feb 27, 2020","0.0405","0.0384","0.0421","0.0365","152.32M","5.48%"
"Feb 26, 2020","0.0384","0.0434","0.0444","0.0367","173.61M","-11.52%"
"Feb 25, 2020","0.0434","0.0516","0.0517","0.0432","119.83M","-15.92%"
"Feb 24, 2020","0.0516","0.0578","0.0578","0.0502","108.45M","-10.70%"
"Feb 23, 2020","0.0578","0.0509","0.0581","0.0506","118.64M","13.53%"
"Feb 22, 2020","0.0509","0.0549","0.0560","0.0507","134.06M","-7.30%"
"Feb 21, 2020","0.0549","0.0540","0.0583","0.0530","167.11M","1.69%"
"Feb 20, 2020","0.0540","0.0579","0.0631","0.0522","239.15M","-6.73%"
"Feb 19, 2020","0.0579","0.0653","0.0682","0.0555","210.81M","-11.29%"
"Feb 18, 2020","0.0653","0.0555","0.0692","0.0550","120.02M","17.38%"
